C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_04_288.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_04_288.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_04_288.jpg, 0, 0, 0, 7.985361
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_04_393.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_04_393.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_04_393.jpg, 0, 0, 0, 7.903491
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_04_495.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_04_495.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_04_495.jpg, 0, 0, 0, 7.822444
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_04_601.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_04_601.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_04_601.jpg, 0, 0, 0, 7.726262
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_04_702.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_04_702.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_04_702.jpg, 0, 0, 0, 7.646994
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_04_803.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_04_803.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_04_803.jpg, 0, 0, 0, 7.568522
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_04_906.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_04_906.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_04_906.jpg, 0, 0, 0, 7.490835
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_010.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_010.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_010.jpg, 0, 0, 0, 7.41393
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_114.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_114.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_114.jpg, 0, 0, 0, 7.337795
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_215.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_215.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_215.jpg, 0, 0, 0, 7.262426
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_315.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_315.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_315.jpg, 0, 0, 0, 7.187811
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_416.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_416.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_416.jpg, 0, 0, 0, 7.113947
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_526.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_526.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_526.jpg, 0, 0, 0, 7.026287
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_627.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_627.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_627.jpg, 0, 0, 0, 6.954043
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_741.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_741.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_741.jpg, 0, 0, 0, 6.868306
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_869.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_869.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_869.jpg, 0, 0, 0, 6.78331
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_05_970.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_05_970.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_05_970.jpg, 0, 0, 0, 6.712129
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_06_075.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_06_075.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_06_075.jpg, -0.3194143, 0, 0, 6.606241
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_06_188.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_06_188.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_06_188.jpg, -0.008994561, 0, 0, 6.524362
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_06_294.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_06_294.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_06_294.jpg, 0, 0, 0, 6.454305
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_06_397.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_06_397.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_06_397.jpg, 0, 0, 0, 6.386972
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_06_500.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_06_500.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_06_500.jpg, -0.180339, 0, 0, 6.301585
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_06_604.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_06_604.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_06_604.jpg, -0.4916872, 0, 0, 6.197814
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_06_710.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_06_710.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_06_710.jpg, -0.7876777, 0, 0, 6.064884
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_06_817.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_06_817.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_06_817.jpg, -1, 0, 0, 5.910319
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_06_918.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_06_918.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_06_918.jpg, -0.7396337, 0, 0, 5.866839
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_025.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_025.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_025.jpg, -0.3765742, 0, 0, 5.824067
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_129.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_129.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_129.jpg, -0.07961727, 0, 0, 5.767231
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_231.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_231.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_231.jpg, 0, 0, 0, 5.704966
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_335.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_335.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_335.jpg, 0, 0, 0, 5.648849
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_441.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_441.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_441.jpg, 0, 0, 0, 5.582426
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_544.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_544.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_544.jpg, 0, 0, 0, 5.527694
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_646.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_646.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_646.jpg, 0, 0, 0, 5.473511
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_747.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_747.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_747.jpg, 0, 0, 0, 5.419872
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_852.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_852.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_852.jpg, 0, 0, 0, 5.366727
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_07_958.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_07_958.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_07_958.jpg, 0, 0, 0, 5.313654
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_08_067.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_08_067.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_08_067.jpg, 0, 0, 0, 5.250677
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_08_170.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_08_170.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_08_170.jpg, 0, 0, 0, 5.198778
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_08_271.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_08_271.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_08_271.jpg, 0, 0, 0, 5.147402
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_08_377.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_08_377.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_08_377.jpg, 0, 0, 0, 5.096543
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_08_481.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_08_481.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_08_481.jpg, 0, 0, 0, 5.036187
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_08_614.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_08_614.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_08_614.jpg, 0, 0, 0, 4.976562
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_08_720.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_08_720.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_08_720.jpg, 0, 0, 0, 4.927424
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_08_822.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_08_822.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_08_822.jpg, 0, 0, 0, 4.86911
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_08_930.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_08_930.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_08_930.jpg, 0, 0, 0, 4.821054
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_040.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_040.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_040.jpg, 0, 0, 0, 4.764024
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_145.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_145.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_145.jpg, 0, 0, 0, 4.716844
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_261.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_261.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_261.jpg, 0, 0, 0, 4.660592
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_362.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_362.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_362.jpg, 0, 0, 0, 4.614232
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_469.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_469.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_469.jpg, 0, 0, 0, 4.568336
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_579.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_579.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_579.jpg, 0, 0, 0, 4.522902
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_685.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_685.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_685.jpg, 0, 0, 0, 4.468983
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_790.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_790.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_790.jpg, 0, 0, 0, 4.424546
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_896.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_896.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_896.jpg, 0, 0, 0, 4.380555
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_09_998.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_09_998.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_09_998.jpg, 0, 0, 0, 4.337007
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_10_105.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_10_105.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_10_105.jpg, 0, 0, 0, 4.285325
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_10_208.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_10_208.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_10_208.jpg, 0, 0, 0, 4.242732
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_10_310.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_10_310.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_10_310.jpg, 0, 0, 0, 4.200566
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_10_416.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_10_416.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_10_416.jpg, 0, 0, 0, 4.158823
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_10_517.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_10_517.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_10_517.jpg, 0, 0, 0, 4.1175
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_10_619.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_10_619.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_10_619.jpg, 0, 0, 0, 4.06846
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_10_723.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_10_723.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_10_723.jpg, 0, 0, 0, 4.028045
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_10_825.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_10_825.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_10_825.jpg, 0, 0, 0, 3.988034
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_10_931.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_10_931.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_10_931.jpg, 0, 0, 0, 3.948426
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_11_040.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_11_040.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_11_040.jpg, 0, 0, 0, 3.90142
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_11_164.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_11_164.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_11_164.jpg, 0, 0, 0, 3.854979
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_11_270.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_11_270.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_11_270.jpg, 0, 0, 0, 3.816705
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_11_370.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_11_370.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_11_370.jpg, 0, 0, 0, 3.778815
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_11_478.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_11_478.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_11_478.jpg, 0, 0, 0, 3.741305
C:\Users\rabia\Desktop\şerit_takibi\IMG\center_2019_06_30_10_20_11_579.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\left_2019_06_30_10_20_11_579.jpg, C:\Users\rabia\Desktop\şerit_takibi\IMG\right_2019_06_30_10_20_11_579.jpg, 0, 0, 0, 3.704173
